lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60_,WorkPop,Shape__Are,Shape__Len,SpatialSeparationAccessibility,Gravity_Accessibility,Log_SpatialSeparation,Log_Gravity,Shape_Length,Shape_Area,ReciprocalSpatialSeparation,IMD_Decile2,Gravity_Accessibility_Decile,Pop_Den
E01000816,Bromley 040A,Bromley 040A,299020.8977,3336.754913,19874,7,Bromley 040A,E09000006,Bromley,14.081,19874,7,0.084,18903,6,0.064,20362,7,14.048,18125,6,-1.019,28976,9,0.363,10975,4,27.108,9164,3,20.821,14677,5,0.146,14384,5,0.065,26109,8,-0.216,19662,6,0.301,15815,5,0.106,13846,5,2.004,6914,3,-0.139,18654,6,0.726,6263,2,1473,275,862,336,864.25,768162.2406,5347.692377,98.547028,0.151894973,4.590533876,-1.884565964,0.039993442,3.8652E-05,0.010147439,10,1,1917.563663
E01000818,Bromley 040B,Bromley 040B,1292308.612,7407.91545,20548,7,Bromley 040B,E09000006,Bromley,13.454,20548,7,0.066,22262,7,0.057,22476,7,10.096,21734,7,-1.383,31275,10,0.574,8073,3,32.846,5170,2,17.92,16880,6,0.078,22683,7,0.076,24127,8,-0.538,24445,8,0.282,18072,6,0.697,5868,2,1.208,9678,3,-0.042,17123,6,0.271,11120,4,1517,269,854,394,871.25,3318887.258,11870.92342,109.1264891,0.796409985,4.692507659,-0.227641169,0.089096278,0.000167019,0.009163678,10,1,457.0809076
E01000819,Bromley 040C,Bromley 040C,397713.452,4383.762496,9866,4,Bromley 040C,E09000006,Bromley,26.536,9866,4,0.194,7069,3,0.12,9650,3,16,16581,6,-0.247,19828,7,0.642,7176,3,32.701,5262,2,24.467,12117,4,0.253,6745,3,0.31,4288,2,-0.271,20529,7,0.33,12711,4,-0.619,25801,8,4.254,2028,1,0.094,14988,5,0.763,5943,2,1732,350,1090,292,1070,1021457.128,7025.802832,95.16465677,4.194092478,4.55560862,1.433676982,0.051238295,5.14031E-05,0.010508103,10,2,1695.616931
E01000820,Bromley 008C,Bromley 008C,587458.4615,4838.355572,13461,5,Bromley 008C,E09000006,Bromley,21.127,13461,5,0.138,11662,4,0.127,8883,3,6.868,25186,8,-0.106,17666,6,0.608,7620,3,22.748,13480,5,20.864,14650,5,0.145,14523,5,0.156,13573,5,-0.424,22803,7,0.214,25798,8,-0.713,26992,9,2.672,5156,2,-0.104,18104,6,0.685,6626,3,1511,285,874,352,906.75,1508478.108,7751.786702,102.1428987,4.019887029,4.6263728,1.3912538,0.058965541,7.59185E-05,0.009790206,10,1,1001.671812
E01000822,Bromley 008D,Bromley 008D,218524.1186,2737.752583,20757,7,Bromley 008D,E09000006,Bromley,13.278,20757,7,0.102,16093,5,0.066,19818,7,6.928,25117,8,-0.176,18773,6,-0.095,18064,6,20.774,15744,5,21.48,14204,5,0.135,15509,5,0.173,12054,4,-0.543,24515,8,0.231,23871,8,-1.096,30458,10,2.533,5458,2,-0.018,16750,6,0.629,7148,3,1705,366,1052,287,1050.25,561098.1527,4386.992767,94.65986313,2.578398953,4.550290079,0.947168645,0.032470233,2.82398E-05,0.01056414,10,1,3038.684037
E01000823,Bromley 008E,Bromley 008E,242692.3416,3194.838599,22675,7,Bromley 008E,E09000006,Bromley,11.568,22675,7,0.062,23310,8,0.056,22919,7,1.878,31023,10,-0.773,26726,9,0.686,6665,3,24.928,11195,4,20.193,15130,5,0.067,24368,8,0.068,25540,8,-1.297,31164,10,0.173,29335,9,-0.366,21988,7,2.642,5223,2,-0.21,19766,7,0.749,6056,2,1686,343,1066,277,1062.5,623083.9067,5119.458166,100.3534626,1.195090439,4.60869858,0.178221863,0.037322211,3.13611E-05,0.009964778,10,1,2705.895597
E01000824,Bromley 008F,Bromley 008F,168851.5442,2847.715451,18531,6,Bromley 008F,E09000006,Bromley,15.415,18531,6,0.105,15600,5,0.074,17648,6,3.174,29539,9,-0.434,22560,7,0.306,11845,4,25.338,10803,4,28.484,9675,3,0.112,17982,6,0.216,8911,3,-1.263,31017,10,0.209,26287,9,-0.584,25288,8,3.028,4325,2,0.375,10875,4,0.689,6590,3,1247,264,815,168,816.75,433501.5086,4562.507895,94.88479471,7.136285118,4.552663468,1.965192349,0.034214203,2.18192E-05,0.010539096,10,10,2876.575918
E01000406,Bexley 005C,Bexley 005C,423508.323,3935.31608,11865,4,Bexley 005C,E09000004,Bexley,23.276,11865,4,0.15,10525,4,0.084,15402,5,20.805,13265,5,-0.179,18819,6,0.633,7299,3,33.11,5018,2,25.805,11289,4,0.235,7770,3,0.18,11480,4,0.13,13994,5,0.336,12144,4,0.076,14348,5,3.287,3780,2,0.375,10873,4,0.397,9529,3,1675,446,1022,207,993,1090645.403,6315.071541,99.71786305,2.487508086,4.602344829,0.911281441,0.046831532,5.48079E-05,0.010028294,10,1,1535.787888
E01000001,City of London 001A,City of London 001A,133320.7689,2291.846072,29199,9,City of London 001A,E09000001,City of London,6.208,29199,9,0.007,32831,10,0.01,32742,10,0.024,32842,10,-1.654,32113,10,-2.012,32662,10,29.472,7319,3,31.873,7789,3,0.006,32806,10,0.012,32820,10,-2.107,32777,10,0.032,32843,10,-0.43,22985,7,3.587,3216,1,0.006,16364,5,1.503,1615,1,1296,175,656,465,715,343907.4198,3682.43942,56.0028912,276.287828,4.025403318,5.621443177,0.025110537,1.72694E-05,0.017856221,10,10,3768.456059
E01000825,Bromley 008G,Bromley 008G,174391.9739,2714.826942,16991,6,Bromley 008G,E09000006,Bromley,17,16991,6,0.103,15863,5,0.089,14445,5,7.188,24827,8,-0.42,22388,7,-0.453,23156,8,30.078,6920,3,32.958,7222,3,0.127,16318,5,0.121,17259,6,-0.385,22240,7,0.215,25713,8,-0.158,18518,6,3.257,3844,2,0.488,9366,3,0.908,4786,2,1687,302,1094,291,1100.75,447666.2737,4349.561288,97.93814933,3.575663695,4.58433615,1.274150808,0.032128093,2.25335E-05,0.010210526,10,1,3768.432198
E01000826,Bromley 021A,Bromley 021A,513900.7602,5559.253647,31197,10,Bromley 021A,E09000006,Bromley,4.317,31197,10,0.018,32388,10,0.021,32157,10,1.195,31793,10,-1.599,31981,10,-0.933,28545,9,26.565,9655,3,14.79,19405,6,0.027,31129,10,0.023,32533,10,-1.762,32505,10,0.165,29871,10,0.732,5524,2,-0.528,18031,6,-0.497,23876,8,0.478,8630,3,1639,333,892,414,880.5,1318240.643,8904.317235,103.3187204,0.333191915,4.637818583,-1.099036633,0.065433192,6.63783E-05,0.009678788,10,1,1243.323826
E01000827,Bromley 021B,Bromley 021B,374749.2303,3173.580784,30326,10,Bromley 021B,E09000006,Bromley,5.195,30326,10,0.05,26147,8,0.033,29788,10,3.404,29253,9,-1.731,32270,10,-0.977,28895,9,23.338,12838,4,12.462,21548,7,0.088,21090,7,0.049,29290,9,-0.87,28286,9,0.187,28249,9,-0.247,20039,7,2.085,6679,3,-0.738,26713,9,0.407,9413,3,1844,338,1009,497,1021.5,961308.4005,5083.370422,100.1212953,1.271736184,4.606382404,0.240383041,0.037048113,4.84048E-05,0.009987885,10,1,1918.21896
E01000828,Bromley 011E,Bromley 011E,346001.4507,4538.215772,24387,8,Bromley 011E,E09000006,Bromley,10.099,24387,8,0.07,21571,7,0.059,21736,7,2.533,30286,10,-1.151,29956,10,-0.492,23672,8,30.695,6474,2,16.56,17936,6,0.057,26184,8,0.13,16242,5,-1.032,29631,10,0.176,29121,9,0.27,11196,4,2.26,6172,2,-0.466,23451,8,0.643,7021,3,1762,320,979,463,987,887914.375,7270.374716,98.14211598,0.746836457,4.586416591,-0.29190905,0.053349712,4.47007E-05,0.010189305,10,1,1984.425582
E01000829,Bromley 018E,Bromley 018E,221568.3172,3259.884143,29353,9,Bromley 018E,E09000006,Bromley,6.085,29353,9,0.049,26365,9,0.036,29083,9,3.389,29272,9,-1.492,31675,10,-0.924,28464,9,24.94,11176,4,17.134,17483,6,0.059,25853,8,0.086,22305,7,-0.826,27881,9,0.181,28698,9,-0.08,17058,6,2.038,6809,3,-0.266,20620,7,0.495,8468,3,1838,394,1111,333,1114.25,568522.3052,5221.251912,100.6739356,1.338235183,4.611886934,0.291351718,0.039535327,2.86229E-05,0.009933058,10,1,3232.942636
E01000830,Bromley 021C,Bromley 021C,591225.9501,4768.063068,31714,10,Bromley 021C,E09000006,Bromley,3.748,31714,10,0.01,32782,10,0.014,32644,10,1.158,31840,10,-1.938,32555,10,-0.708,26305,9,23.713,12424,4,14.524,19633,6,0.017,32145,10,0.016,32746,10,-1.518,31994,10,0.154,30447,10,0.534,7570,3,-0.368,17176,6,-0.781,27150,9,0.66,6855,3,1533,318,792,423,780.25,1516892.281,7636.784581,98.73017168,0.796270585,4.59239059,-0.22781622,0.057089956,7.63735E-05,0.010128616,10,1,1010.618894
E01000831,Bromley 021D,Bromley 021D,406739.6901,4711.620395,26887,9,Bromley 021D,E09000006,Bromley,8.153,26887,9,0.068,21908,7,0.05,24785,8,1.485,31470,10,-1.263,30665,10,-1.153,30191,10,28.185,8273,3,16.522,17968,6,0.065,24808,8,0.11,18574,6,-1.53,32043,10,0.17,29537,9,0.138,13280,5,2.135,6534,2,-0.208,19730,7,0.352,10077,4,1672,295,876,501,904.5,1043621.602,7546.586845,103.0311435,1.913663349,4.635031307,0.649019389,0.056877549,5.25433E-05,0.009705803,10,1,1602.113253
E01000832,Bromley 030A,Bromley 030A,864703.6895,5956.442308,29475,9,Bromley 030A,E09000006,Bromley,5.996,29475,9,0.034,29963,10,0.034,29611,10,2.27,30563,10,-1.399,31338,10,-0.419,22685,7,28.798,7815,3,12.278,21729,7,0.024,31551,10,0.08,23242,8,-1.283,31113,10,0.185,28384,9,0.059,14641,5,2.487,5576,2,-0.819,27522,9,0.436,9077,3,1515,298,786,431,772.25,2217206.823,9537.164569,102.9926566,1.417653104,4.634657691,0.34900276,0.071498849,0.000111667,0.00970943,10,1,683.2921422
E01000833,Bromley 021E,Bromley 021E,361081.6875,2852.804135,32354,10,Bromley 021E,E09000006,Bromley,2.759,32354,10,0.02,32238,10,0.018,32394,10,2.366,30458,10,-1.844,32459,10,-1.161,30239,10,19.925,16745,6,10.855,23155,8,0.024,31555,10,0.037,31214,10,-1.588,32206,10,0.199,27189,9,0.281,11027,4,-0.275,16660,6,-0.884,28065,9,0.312,10584,4,1489,341,827,321,804.25,926080.3888,4568.963458,105.4240921,0.631097402,4.657991188,-0.460295067,0.03350956,4.66352E-05,0.009485498,10,1,1607.851778
E01000834,Bromley 027E,Bromley 027E,209871.9482,3125.717824,30642,10,Bromley 027E,E09000006,Bromley,4.859,30642,10,0.035,29810,10,0.031,30384,10,4.992,27306,9,-1.534,31798,10,-1.084,29703,10,23.788,12356,4,14.13,19997,7,0.043,28611,9,0.041,30627,10,-1.046,29720,10,0.236,23363,8,0.352,9990,4,0.447,12999,4,-0.486,23722,8,0.395,9571,3,1372,291,772,309,766.5,538150.1756,5006.891406,105.8704802,0.329942825,4.662216462,-1.108835896,0.034990502,2.71029E-05,0.009445504,10,1,2549.474221
E01000835,Bromley 030B,Bromley 030B,334831.8646,3731.04675,27931,9,Bromley 030B,E09000006,Bromley,7.308,27931,9,0.069,21680,7,0.042,27253,9,6.224,25930,8,-1.212,30371,10,-0.632,25449,8,18.217,18842,6,19.678,15534,5,0.094,20225,7,0.092,21241,7,-1.124,30254,10,0.26,20573,7,-1.203,31038,10,2.046,6788,3,0.006,16359,5,0.393,9608,3,1732,369,978,385,971.75,858370.341,5974.658439,101.4329433,14.77509063,4.619397923,2.692942697,0.043095457,4.32355E-05,0.00985873,10,10,2017.77708
E01000836,Bromley 030C,Bromley 030C,212269.6798,3534.961718,29957,10,Bromley 030C,E09000006,Bromley,5.562,29957,10,0.031,30560,10,0.029,30765,10,4.058,28469,9,-1.539,31811,10,-1.067,29590,10,28.96,7699,3,14.583,19574,6,0.033,30210,10,0.041,30568,10,-1.366,31463,10,0.23,23965,8,0.635,6466,2,0.555,12512,4,-0.391,22432,7,0.351,10091,4,1436,293,838,305,836.25,544222.6611,5658.936177,105.7081503,0.108947835,4.660681997,-2.216886093,0.043778844,2.74107E-05,0.009460008,10,1,2638.625884
E01000837,Bromley 030D,Bromley 030D,484905.501,5117.563544,24247,8,Bromley 030D,E09000006,Bromley,10.214,24247,8,0.062,23135,8,0.069,19046,6,6.417,25694,8,-0.59,24585,8,-0.327,21422,7,24.588,11543,4,12.967,21080,7,0.058,25963,8,0.097,20521,7,-0.992,29320,9,0.257,20872,7,-0.131,17994,6,2.094,6655,3,-0.677,26082,8,0.422,9230,3,1584,364,823,397,820.75,1243282.386,8197.493254,103.0927363,2.219258146,4.635628935,0.797172972,0.056490488,6.26192E-05,0.009700004,10,1,1274.046844
E01000838,Bromley 030E,Bromley 030E,544573.7717,4493.078603,30500,10,Bromley 030E,E09000006,Bromley,5.005,30500,10,0.021,32095,10,0.035,29203,9,5.414,26827,9,-1.125,29773,10,-0.463,23265,8,21.962,14374,5,12.69,21331,7,0.024,31515,10,0.025,32372,10,-1.38,31535,10,0.254,21202,7,0.118,13627,5,0.833,11238,4,-0.608,25268,8,0.341,10229,4,1486,253,788,445,782,1395907.934,7193.200924,108.8928085,3.017169645,4.69036399,1.104319188,0.053980625,7.03145E-05,0.009183343,10,1,1064.540121
E01000839,Bromley 030F,Bromley 030F,268086.0766,3686.20772,31198,10,Bromley 030F,E09000006,Bromley,4.317,31198,10,0.014,32651,10,0.021,32136,10,3.032,29690,10,-1.659,32125,10,-0.372,22047,7,23.505,12665,4,13.31,20770,7,0.022,31781,10,0.02,32639,10,-1.106,30146,10,0.197,27389,9,0.087,14167,5,1.281,9395,3,-0.557,24626,8,0.367,9912,4,1463,241,794,428,801,687118.379,5904.165104,106.2910846,0.434864848,4.666181412,-0.83271999,0.039816429,3.46144E-05,0.009408127,10,1,2129.181877
E01000840,Bromley 030G,Bromley 030G,800436.5962,5072.734802,24041,8,Bromley 030G,E09000006,Bromley,10.385,24041,8,0.054,25193,8,0.058,22036,7,4.215,28268,9,-0.636,25165,8,-1.082,29693,10,34.857,4144,2,16.522,17969,6,0.045,28166,9,0.082,22993,8,-1.145,30379,10,0.226,24480,8,0.449,8657,3,2.535,5452,2,-0.454,23290,8,0.628,7160,3,1544,185,717,642,725,2051211.388,8121.073535,110.2526917,0.6114647,4.702774928,-0.491898052,0.059595204,0.000103339,0.009070073,10,1,752.7259303
E01000841,Bromley 030H,Bromley 030H,337534.4993,3920.067161,30964,10,Bromley 030H,E09000006,Bromley,4.549,30964,10,0.035,29843,10,0.034,29714,10,5.334,26925,9,-1.51,31728,10,-0.779,27091,9,17.592,19670,6,17.421,17273,6,0.035,29881,10,0.048,29400,9,-0.864,28230,9,0.231,23866,8,-0.688,26675,9,1.548,8418,3,-0.23,20087,7,0.482,8592,3,1609,303,843,463,848.25,865126.143,6277.207123,102.9975704,5.877263772,4.6347054,1.771091309,0.044622842,4.35803E-05,0.009708967,10,10,1859.844386
E01000842,Camden 011A,Camden 011A,103698.6446,2031.620406,26391,9,Camden 011A,E09000007,Camden,8.523,26391,9,0.052,25618,8,0.043,26950,9,5.409,26832,9,-1.457,31569,10,0,16679,6,20.65,15883,5,28.562,9631,3,0.032,30413,10,0.111,18539,6,-0.27,20513,7,0.074,32603,10,-0.222,19624,6,1.454,8737,3,0.079,15220,5,1.155,3196,1,1668,250,1087,331,1107.5,267840.5709,3265.389782,62.96613207,2.579338687,4.142596996,0.947533043,0.023693107,1.34412E-05,0.015881554,10,1,6227.585292
E01000843,Camden 014A,Camden 014A,84528.49402,1756.105604,20412,7,Camden 014A,E09000007,Camden,13.567,20412,7,0.124,13210,5,0.054,23273,8,5.168,27116,9,-1.42,31419,10,0.035,16140,5,22.127,14183,5,33.509,6948,3,0.2,10089,4,0.137,15385,5,-0.333,21479,7,0.114,31815,10,-0.852,28503,9,2.671,5158,2,0.336,11405,4,1.209,2896,1,1923,422,1193,308,1237,218330.4944,2822.477675,62.24719715,2.19770458,4.131113509,0.787413443,0.020794845,1.09565E-05,0.01606498,10,1,8807.748114
E01000844,Camden 011B,Camden 011B,114746.3004,2324.476549,24762,8,Camden 011B,E09000007,Camden,9.797,24762,8,0.051,25915,8,0.042,27271,9,1.37,31617,10,-1.241,30541,10,0.371,10865,4,19.61,17123,6,36.274,5694,2,0.022,31771,10,0.136,15483,5,-0.989,29299,9,0.071,32632,10,-0.446,23209,8,1.644,8083,3,0.356,11115,4,1.394,2007,1,1904,384,1276,244,1279,296354.6295,3735.311469,59.26181414,9.023088521,4.081965155,2.199786684,0.02788576,1.48726E-05,0.016874272,10,10,6424.735132
E01000845,Camden 014B,Camden 014B,118424.9098,2222.828917,22982,7,Camden 014B,E09000007,Camden,11.305,22982,7,0.078,19846,7,0.051,24313,8,4.754,27601,9,-0.873,27737,9,0.615,7515,3,16.422,21142,7,25.205,11650,4,0.111,18142,6,0.129,16267,5,-0.384,22232,7,0.112,31886,10,-1.029,30012,10,1.583,8292,3,-0.309,21283,7,1.29,2489,1,1714,270,1140,304,1154.75,305853.5527,3572.469121,62.55896977,7.018183915,4.136109628,1.948504483,0.026045533,1.53494E-05,0.015984918,10,10,5603.989181
E01000846,Camden 014C,Camden 014C,82062.95571,1743.392282,12675,4,Camden 014C,E09000007,Camden,22.13,12675,4,0.172,8658,3,0.126,9008,3,7.14,24890,8,-0.456,22854,7,0.443,9870,4,21.463,14943,5,30.249,8661,3,0.186,11050,4,0.243,7330,3,-0.607,25334,8,0.242,22668,7,-0.908,29042,9,2.569,5382,2,0.078,15236,5,1.293,2474,1,1643,378,951,314,963,211925.6525,2801.169004,61.15539249,1.739084974,4.113418043,0.553359098,0.021107177,1.0636E-05,0.016351788,10,1,7752.718844
E01000847,Camden 014D,Camden 014D,98828.69864,1733.055728,16872,6,Camden 014D,E09000007,Camden,17.13,16872,6,0.153,10258,4,0.089,14432,5,6.343,25791,8,-0.86,27589,9,0.186,13745,5,20.913,15599,5,27.412,10302,4,0.195,10389,4,0.197,10183,4,-0.412,22659,7,0.199,27195,9,-0.714,27005,9,2.28,6119,2,-0.192,19511,6,1.364,2165,1,1875,442,1136,297,1152,255221.0304,2784.570401,59.9819983,5.02985499,4.094044489,1.615391155,0.021051429,1.28089E-05,0.016671669,10,10,7346.57327
E01000848,Camden 011C,Camden 011C,99723.96981,2002.599585,29434,9,Camden 011C,E09000007,Camden,6.035,29434,9,0.044,27581,9,0.028,30998,10,4.634,27750,9,-2.093,32668,10,0.008,16558,6,16.562,20967,7,23.112,13049,4,0.023,31618,10,0.139,15150,5,-0.373,22047,7,0.081,32493,10,-0.669,26446,9,1.298,9330,3,-0.309,21271,7,1.114,3409,2,1841,272,1245,324,1257.5,257601.6495,3218.406851,61.16953387,4.422539866,4.113649253,1.486714161,0.024203849,1.29267E-05,0.016348008,10,7,7146.693368
E01000849,Camden 011D,Camden 011D,79004.98138,1631.245089,27430,9,Camden 011D,E09000007,Camden,7.694,27430,9,0.042,28141,9,0.029,30762,10,11.132,20773,7,-1.155,29985,10,-0.132,18614,6,18.64,18312,6,27.837,10051,4,0.052,26925,9,0.109,18807,6,0.241,12295,4,0.072,32622,10,-1.602,32308,10,2.224,6258,2,0.051,15638,5,1.125,3351,2,1824,258,1275,291,1289,204082.838,2621.544355,58.85680203,9.068849164,4.075107409,2.204845372,0.019790801,1.0241E-05,0.01699039,10,10,8937.547213
E01000850,Camden 026A,Camden 026A,195651.3612,3323.641884,19686,6,Camden 026A,E09000007,Camden,14.252,19686,6,0.062,23331,8,0.037,28884,9,4.658,27718,9,-1.4,31342,10,0.391,10584,4,26.933,9335,3,53.259,1402,1,0.197,10272,4,0.147,14448,5,-0.38,22162,7,0.095,32258,10,-0.315,21155,7,2.949,4502,2,0.785,5840,2,1.958,472,1,1930,103,1615,212,1653.5,504746.1118,5338.866495,55.36494767,258.0070749,4.01394668,5.552987007,0.039033051,2.53448E-05,0.01806197,10,10,3823.704541
E01000851,Camden 026B,Camden 026B,135560.3086,2608.715406,18953,6,Camden 026B,E09000007,Camden,14.959,18953,6,0.043,27860,9,0.03,30738,10,6.938,25104,8,-1.23,30485,10,-0.074,17753,6,25.463,10685,4,73.954,45,1,0.057,26116,8,0.141,15000,5,-0.133,18302,6,0.111,31902,10,-1.146,30764,10,3.461,3448,2,1.458,1226,1,1.983,440,1,2657,165,2285,207,2251.25,349747.4431,4189.348487,53.3031796,215.7475257,3.975995984,5.374108861,0.032243734,1.75612E-05,0.018760607,10,10,7596.910434
E01000852,Camden 026C,Camden 026C,124332.6066,2435.553661,19304,6,Camden 026C,E09000007,Camden,14.633,19304,6,0.067,22053,7,0.044,26666,9,1.313,31671,10,-0.619,24947,8,0.486,9260,3,26.461,9742,3,48.184,2218,1,0.238,7594,3,0.21,9296,3,-1.307,31211,10,0.147,30789,10,-0.709,26929,9,3.366,3624,2,0.351,11182,4,2.322,80,1,1862,59,1601,202,1630.25,320824.6073,3911.953347,55.66242213,86.32882277,4.019305272,4.458163526,0.02954708,1.61077E-05,0.017965442,10,10,5803.794215
E01000853,Camden 025A,Camden 025A,58450.80763,1103.884533,7640,3,Camden 025A,E09000007,Camden,30.826,7640,3,0.226,5183,2,0.177,4520,2,11.128,20776,7,-0.043,16678,6,0.583,7949,3,21.208,15258,5,37.016,5384,2,0.189,10811,4,0.304,4545,2,-0.478,23614,8,0.29,17068,6,-1.776,32576,10,2.786,4876,2,-0.308,21264,7,2.172,197,1,1708,287,961,460,998.75,150822.2945,1773.131116,53.75987222,23.47248688,3.984527319,3.155828964,0.013188768,7.57247E-06,0.018601235,10,10,11324.58571
E01000854,Camden 026D,Camden 026D,190657.8293,3373.513698,18104,6,Camden 026D,E09000007,Camden,15.832,18104,6,0.12,13625,5,0.061,21112,7,6.985,25059,8,-0.417,22350,7,-0.401,22453,7,26.288,9899,4,37.509,5165,2,0.141,14879,5,0.364,2687,1,-0.279,20649,7,0.188,28186,9,-0.802,27996,9,3.418,3531,2,0.384,10748,4,1.45,1783,1,1798,260,1326,212,1333,491935.8818,5417.732412,53.0451942,376.2447794,3.971144271,5.930239941,0.041672418,2.46997E-05,0.018851849,10,10,3654.947863
E01000855,Camden 028A,Camden 028A,321740.8207,4492.221065,19276,6,Camden 028A,E09000007,Camden,14.66,19276,6,0.048,26530,9,0.038,28615,9,5.262,27009,9,-1.024,29014,9,0.357,11059,4,29.218,7490,3,55.455,1132,1,0.18,11497,4,0.082,22928,7,-0.288,20786,7,0.074,32597,10,-1.071,30302,10,4.03,2410,1,0.654,7265,3,2.538,20,1,1738,63,1334,341,1359.75,830055.4317,7214.840091,56.81947731,282.2277941,4.039879177,5.642714525,0.054373425,4.1679E-05,0.017599599,10,10,2093.836066
E01000856,Camden 019A,Camden 019A,119914.1839,2813.009745,7345,3,Camden 019A,E09000007,Camden,31.404,7345,3,0.209,6115,2,0.131,8413,3,13.089,18958,6,0.453,9671,3,1.309,1714,1,22.519,13726,5,32.37,7539,3,0.282,5204,2,0.332,3528,2,-0.091,17581,6,0.272,19268,6,-1.156,30816,10,2.919,4571,2,-0.662,25901,8,2.046,350,1,1812,389,1238,185,1229,309663.3847,4521.417658,58.30200233,28.0304075,4.065636438,3.333289903,0.032088072,1.55414E-05,0.01715207,10,10,5851.515191
E01000857,Camden 018A,Camden 018A,75577.70044,1295.300164,19069,6,Camden 018A,E09000007,Camden,14.85,19069,6,0.134,12128,4,0.088,14607,5,2.695,30103,10,-0.492,23320,8,-0.187,19446,6,16.043,21610,7,27.214,10410,4,0.116,17566,6,0.233,7905,3,-0.727,26852,9,0.12,31676,10,-1.86,32674,10,1.708,7859,3,0.006,16358,5,1.13,3327,2,1535,336,915,284,931.75,195163.1586,2080.540554,63.78801164,6.170632703,4.155565267,1.819801378,0.016557163,9.79506E-06,0.015676927,10,10,7865.213964
E01000858,Camden 018B,Camden 018B,219061.8437,3300.936629,4987,2,Camden 018B,E09000007,Camden,37.66,4987,2,0.261,3559,2,0.165,5312,2,13.07,18976,6,0.328,11236,4,1.81,405,1,25.208,10906,4,27.855,10045,4,0.383,1803,1,0.4,1869,1,-0.334,21500,7,0.302,15774,5,-0.465,23502,8,2.841,4738,2,-0.645,25707,8,1.708,996,1,2055,367,1448,240,1431.25,565695.0814,5304.078844,59.57161445,26.51473189,4.087179193,3.277700499,0.039818019,2.83913E-05,0.016786518,10,10,3632.699077
E01000859,Camden 018C,Camden 018C,95242.40571,2001.34824,28039,9,Camden 018C,E09000007,Camden,7.224,28039,9,0.05,26241,8,0.044,26595,9,3.367,29294,9,-1.571,31915,10,-0.298,21015,7,16.506,21028,7,29.592,9051,3,0.036,29733,10,0.099,20230,7,-0.555,24661,8,0.081,32499,10,-1.247,31267,10,1.701,7886,3,0.198,13332,5,1.069,3670,2,1694,299,1063,332,1095.75,245935.6981,3215.99828,63.19024755,23.88711283,4.146149978,3.173339102,0.023867777,1.23435E-05,0.015825227,10,10,6887.97931
E01000860,Camden 018D,Camden 018D,209615.9215,2611.20276,16393,5,Camden 018D,E09000007,Camden,17.703,16393,5,0.164,9299,3,0.069,18971,6,5.566,26645,9,-0.608,24814,8,0.213,13285,5,24.94,11175,4,31.218,8147,3,0.061,25376,8,0.349,3056,1,-0.327,21367,7,0.145,30878,10,-1.063,30239,10,3.333,3698,2,0.109,14758,5,1.331,2293,1,1428,185,801,442,826.5,541217.4065,4195.431001,65.43605505,2.31121789,4.181073407,0.837774611,0.031527747,2.71651E-05,0.015282095,10,1,2638.49607
E01000861,Camden 019B,Camden 019B,112556.3905,2112.918538,6470,2,Camden 019B,E09000007,Camden,33.498,6470,2,0.177,8227,3,0.129,8660,3,4.645,27733,9,0.213,12887,4,1.735,505,1,25.48,10667,4,54.956,1193,1,0.249,6971,3,0.25,6903,3,-0.609,25371,8,0.187,28224,9,-1.178,30928,10,3.483,3422,2,0.67,7096,3,2.345,72,1,1572,181,1183,208,1196.75,290623.7507,3396.04073,57.55635839,42.59100897,4.052764614,3.751643174,0.024122936,1.45868E-05,0.017374275,10,10,5409.055511
E01000862,Camden 018E,Camden 018E,169641.9676,2299.25463,23485,8,Camden 018E,E09000007,Camden,10.864,23485,8,0.046,27159,9,0.037,28745,9,0.973,32046,10,-1.323,30977,10,0.975,3722,2,18.169,18909,6,34.334,6532,2,0.05,27350,9,0.077,23905,8,-1.133,30317,10,0.068,32659,10,-0.459,23421,8,1.348,9133,3,0.002,16436,6,1.69,1041,1,1641,251,1049,341,1061.5,438009.0431,3694.716976,61.83599749,60.76017869,4.124485678,4.106934619,0.027157796,2.19847E-05,0.01617181,10,10,3746.497991
E01000863,Camden 021A,Camden 021A,163270.061,2318.835053,6114,2,Camden 021A,E09000007,Camden,34.37,6114,2,0.158,9758,3,0.137,7814,3,12.966,19076,6,0.699,6888,3,1.7,571,1,27.059,9209,3,42.259,3599,2,0.191,10680,4,0.336,3417,2,0.316,11198,4,0.155,30409,10,-0.449,23253,8,3.17,4016,2,0.155,14051,5,2.094,280,1,1668,190,1313,165,1328.5,421557.993,3726.351777,55.92937921,91.27918527,4.024089809,4.51392278,0.027132722,2.11589E-05,0.017879691,10,10,3956.750976
