lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60_,WorkPop,Shape__Are,Shape__Len,SpatialSeparationAccessibility,Gravity_Accessibility,Log_SpatialSeparation,Log_Gravity,Shape_Length,Shape_Area,ReciprocalSpatialSeparation,IMD_Decile2,Gravity_Accessibility_Decile,Pop_Den
E01003116,Lambeth 029A,Lambeth 029A,280732.5027,2918.299598,13964,5,Lambeth 029A,E09000022,Lambeth,20.465,13964,5,0.097,16763,6,0.079,16539,6,4.763,27590,9,-0.03,16453,6,0.29,12090,4,35.336,3920,2,41.97,3670,2,0.12,17040,6,0.128,16473,6,-0.632,25695,8,0.195,27579,9,0.229,11838,4,3.302,3749,2,0.484,9423,3,1.648,1162,1,1750,340,1081,329,1093.75,721597.4653,4677.872687,71.76434975,2.048220066,4.273387831,0.716971156,0.035582271,3.62999E-05,0.013934495,10,1,2425.174816
E01003117,Lambeth 029B,Lambeth 029B,166382.9051,2879.821907,12619,4,Lambeth 029B,E09000022,Lambeth,22.2,12619,4,0.118,13916,5,0.075,17443,6,7.621,24350,8,-0.098,17531,6,0.635,7262,3,26.79,9467,3,52.401,1516,1,0.166,12671,4,0.29,5083,2,-0.2,19400,6,0.186,28351,9,-0.69,26707,9,3.412,3542,2,0.807,5610,2,1.846,657,1,2126,333,1554,239,1553,427672.7899,4615.913502,68.28890376,6.163083605,4.22374729,1.818577238,0.035331531,2.1514E-05,0.014643667,10,10,4971.090166
E01003118,Lambeth 029C,Lambeth 029C,215600.6188,1917.481247,12194,4,Lambeth 029C,E09000022,Lambeth,22.781,12194,4,0.146,10830,4,0.082,15955,5,4.04,28483,9,0.031,15532,5,0.763,5804,2,27.531,8808,3,41.865,3694,2,0.221,8636,3,0.242,7379,3,-0.707,26599,9,0.185,28399,9,-0.619,25793,8,3.481,3424,2,0.444,9947,4,1.696,1025,1,1999,381,1378,240,1375.5,554072.7026,3074.019303,69.15506496,10.28939236,4.236351301,2.331113497,0.022437925,2.78752E-05,0.014460257,10,10,3607.829786
E01003119,Lambeth 032C,Lambeth 032C,169819.7464,2119.660343,12753,4,Lambeth 032C,E09000022,Lambeth,22.028,12753,4,0.09,17829,6,0.07,18772,6,6.324,25807,8,0.171,13446,5,0.559,8281,3,29.452,7337,3,56.054,1060,1,0.128,16258,5,0.191,10620,4,-0.364,21910,7,0.188,28168,9,-0.717,27041,9,3.882,2683,1,0.924,4474,2,1.885,594,1,2236,382,1641,213,1641,436352.8122,3398.251366,68.74052215,5.015338371,4.230338867,1.612500891,0.024357995,2.19546E-05,0.01454746,10,10,5124.293776
E01003120,Lambeth 032D,Lambeth 032D,146536.6161,1970.737842,6716,3,Lambeth 032D,E09000022,Lambeth,32.875,6716,3,0.149,10580,4,0.1,12545,4,13.05,18998,6,0.421,10052,4,0.476,9398,3,38.753,2572,1,80.32,8,1,0.221,8645,3,0.376,2401,1,0.093,14590,5,0.236,23271,8,-0.702,26843,9,5.018,967,1,1.733,536,1,1.835,685,1,2607,458,1954,195,1963.5,376521.9165,3158.723133,69.250763,14.48572311,4.237734163,2.673163551,0.0237491,1.89443E-05,0.014440274,10,10,6923.89974
E01003121,Lambeth 006B,Lambeth 006B,61565.10904,1194.080704,6760,3,Lambeth 006B,E09000022,Lambeth,32.792,6760,3,0.251,3951,2,0.154,6215,2,18.234,14965,5,0.593,8010,3,0.039,16064,5,29.036,7623,3,30.238,8670,3,0.322,3531,2,0.444,1162,1,-0.067,17204,6,0.333,12432,4,-1.163,30847,10,4.031,2405,1,-0.79,27249,9,1.94,502,1,1553,367,1036,150,998,158524.9786,1916.786049,60.28554484,0.43659559,4.099092354,-0.828747935,0.013246413,7.96758E-06,0.016587724,10,1,9796.563378
E01003122,Lambeth 004D,Lambeth 004D,98684.45507,1452.357291,10330,4,Lambeth 004D,E09000022,Lambeth,25.76,10330,4,0.144,11025,4,0.078,16729,6,12.202,19765,7,0.95,4615,2,-0.602,25105,8,32.306,5464,2,46.378,2584,1,0.305,4170,2,0.394,1991,1,0.222,12569,4,0.177,29050,9,-0.859,28569,9,4.351,1871,1,0.521,8897,3,1.904,570,1,2062,270,1642,150,1653.75,254112.7453,2331.6231,61.50395397,5.112480197,4.119101465,1.631684648,0.015906123,1.27716E-05,0.016259117,10,10,8114.508376
E01003123,Lambeth 006C,Lambeth 006C,144962.7315,2623.9247,15107,5,Lambeth 006C,E09000022,Lambeth,19.16,15107,5,0.104,15806,5,0.071,18396,6,2.154,30717,10,-0.262,20062,7,0.614,7531,3,23.084,13115,4,50.836,1775,1,0.166,12604,4,0.211,9274,3,-0.876,28338,9,0.127,31483,10,-1.238,31217,10,3.053,4271,2,0.702,6763,3,1.935,510,1,1618,199,1227,192,1248,373239.7658,4211.352159,57.37367396,5.292643957,4.049585556,1.666317924,0.029797914,1.876E-05,0.017429597,10,10,4335.015045
E01003124,Lambeth 006D,Lambeth 006D,79903.45994,1627.322304,8081,3,Lambeth 006D,E09000022,Lambeth,29.873,8081,3,0.188,7467,3,0.099,12670,4,11.318,20598,7,0.107,14403,5,0.355,11089,4,33.833,4658,2,60.708,624,1,0.338,2971,1,0.307,4402,2,-0.375,22076,7,0.283,17957,6,-1.22,31122,10,4.672,1422,1,1.061,3400,2,1.949,485,1,1483,237,1060,186,1046.25,205734.4024,2611.388028,56.19149077,2.56319632,4.028765336,0.941255042,0.018982013,1.03406E-05,0.017796289,10,1,7208.32288
E01003125,Lambeth 006E,Lambeth 006E,72619.26505,1670.618679,7884,3,Lambeth 006E,E09000022,Lambeth,30.312,7884,3,0.232,4881,2,0.134,8095,3,18.2,14993,5,0.113,14319,5,0.417,10212,4,30.629,6510,2,32.391,7522,3,0.279,5387,2,0.441,1204,1,-0.343,21611,7,0.36,9891,4,-0.995,29764,10,4.188,2127,1,-0.687,26191,8,2.061,331,1,1833,462,1145,226,1124,186988.2875,2680.698908,58.29900124,0.658874652,4.065584962,-0.417221972,0.019948516,9.39816E-06,0.017152953,10,1,9802.753021
E01003126,Lambeth 008D,Lambeth 008D,98826.80473,1683.163318,8668,3,Lambeth 008D,E09000022,Lambeth,28.68,8668,3,0.192,7175,3,0.123,9362,3,12.255,19716,7,0.378,10614,4,0.401,10431,4,31.294,6089,2,37.751,5082,2,0.289,4880,2,0.308,4374,2,-0.398,22451,7,0.298,16241,5,-1.118,30603,10,4.32,1918,1,-0.156,18946,6,2.092,284,1,1544,275,1116,153,1117.75,254434.4789,2700.152533,54.11776833,13.54167174,3.991162567,2.605771726,0.020722604,1.2789E-05,0.018478219,10,10,6068.359944
E01003127,Lambeth 010E,Lambeth 010E,135491.7761,1629.025616,10122,4,Lambeth 010E,E09000022,Lambeth,26.097,10122,4,0.124,13272,5,0.084,15403,5,8.977,22881,7,0.065,15010,5,0.847,4914,2,30.498,6612,3,57.863,869,1,0.178,11702,4,0.249,6956,3,-0.315,21197,7,0.238,23025,8,-0.47,23610,8,3.814,2818,1,0.88,4907,2,2.118,253,1,1790,281,1317,192,1310.25,348799.5402,2614.55287,55.3493951,6.992150644,4.01366573,1.944788183,0.018319016,1.75329E-05,0.018067045,10,10,5131.887499
E01003128,Lambeth 008E,Lambeth 008E,86797.40421,1341.348594,6116,2,Lambeth 008E,E09000022,Lambeth,34.369,6116,2,0.224,5296,2,0.136,7861,3,22.721,12086,4,0.551,8501,3,0.58,7988,3,36.209,3533,2,35.137,6176,2,0.311,3962,2,0.398,1908,1,0.393,10180,4,0.318,14041,5,-0.846,28446,9,4.815,1216,1,-0.503,23936,8,2.163,205,1,1496,297,1033,166,1028.5,223443.4906,2151.896101,55.62735513,3.298110787,4.018675079,1.193349816,0.016298905,1.12317E-05,0.017976767,10,1,6695.205111
E01003129,Lambeth 004E,Lambeth 004E,85203.35924,1402.991246,11167,4,Lambeth 004E,E09000022,Lambeth,24.33,11167,4,0.121,13611,5,0.068,19428,6,16.977,15830,5,-0.053,16826,6,0.339,11333,4,27.532,8805,3,63.813,374,1,0.23,8083,3,0.268,6013,2,0.528,8502,3,0.191,27896,9,-1.308,31510,10,3.86,2734,1,1.006,3828,2,2.353,64,1,1759,214,1360,185,1348.5,219404.6964,2250.950103,60.10925953,3.902484305,4.096163898,1.361613352,0.017161132,1.10271E-05,0.016636372,10,1,8017.148352
E01003130,Lambeth 026A,Lambeth 026A,149506.0832,2229.138182,16679,6,Lambeth 026A,E09000022,Lambeth,17.362,16679,6,0.104,15810,5,0.064,20286,7,5.195,27091,9,-0.526,23757,8,0.452,9730,3,23.835,12313,4,45.696,2744,1,0.129,16093,5,0.236,7720,3,-0.456,23281,8,0.173,29294,9,-1.219,31117,10,3.186,3988,2,0.568,8344,3,1.791,805,1,1956,369,1354,233,1355.25,384360.5642,3574.803603,65.49534,8.800411584,4.181978995,2.174798491,0.025529755,1.93334E-05,0.015268262,10,10,5088.971612
E01003131,Lambeth 026B,Lambeth 026B,183737.4081,1815.221294,15900,5,Lambeth 026B,E09000022,Lambeth,18.271,15900,5,0.07,21546,7,0.054,23374,8,4.01,28528,9,-0.692,25846,8,1.011,3434,2,24.753,11371,4,54.545,1238,1,0.081,22149,7,0.177,11698,4,-0.541,24497,8,0.144,30912,10,-0.965,29530,9,3.246,3865,2,0.867,5013,2,1.896,582,1,1720,258,1259,203,1276,472356.1054,2909.763392,67.76801855,4.755414786,4.216090381,1.559283924,0.022350237,2.37599E-05,0.014756223,10,10,3641.320564
E01003132,Lambeth 024A,Lambeth 024A,143235.1239,1933.641781,7016,3,Lambeth 024A,E09000022,Lambeth,32.169,7016,3,0.219,5585,2,0.148,6791,3,17.057,15768,5,0.798,5929,2,0.176,13903,5,30.036,6945,3,31.998,7713,3,0.213,9225,3,0.374,2439,1,0.097,14515,5,0.296,16382,5,-0.776,27716,9,4.009,2458,1,-0.345,21775,7,1.82,721,1,1693,378,1047,268,1031.25,368247.4923,3100.323083,69.31317807,2.931703902,4.238635048,1.075583791,0.023154965,1.85227E-05,0.014427271,10,1,4597.451538
E01003133,Lambeth 027C,Lambeth 027C,171727.0204,2153.304287,11078,4,Lambeth 027C,E09000022,Lambeth,24.483,11078,4,0.147,10784,4,0.092,13912,5,2.541,30279,10,0.302,11594,4,0.765,5780,2,26.603,9631,3,45.087,2876,1,0.172,12120,4,0.365,2675,1,-1.086,30013,10,0.181,28729,9,-0.874,28707,9,3.526,3330,2,0.468,9636,3,1.888,586,1,1666,319,1195,152,1197.25,441451.2822,3451.186699,69.15448693,1.470953822,4.236342943,0.385911049,0.026996627,2.2206E-05,0.014460378,10,1,3773.91587
E01003134,Lambeth 027D,Lambeth 027D,157696.2551,2258.71071,14757,5,Lambeth 027D,E09000022,Lambeth,19.56,14757,5,0.122,13483,5,0.086,15074,5,7.321,24689,8,0.055,15163,5,0.408,10319,4,23.633,12514,4,34.957,6261,2,0.16,13148,5,0.225,8304,3,-0.327,21385,7,0.208,26424,9,-0.602,25552,8,2.724,5029,2,-0.007,16569,6,1.743,905,1,1669,320,1144,205,1127.75,405374.5551,3620.397213,70.11016323,0.478498153,4.250067765,-0.737102928,0.027925987,2.03914E-05,0.014263267,10,1,4117.179974
E01003135,Lambeth 026C,Lambeth 026C,102225.0574,1741.160137,7255,3,Lambeth 026C,E09000022,Lambeth,31.583,7255,3,0.174,8452,3,0.119,9763,3,14.544,17727,6,0.793,5972,2,0.506,9003,3,25.397,10747,4,55.731,1094,1,0.249,6954,3,0.409,1710,1,0.195,12980,4,0.24,22881,7,-0.962,29509,9,3.361,3634,2,0.965,4136,2,1.792,802,1,1793,249,1341,203,1328.5,262771.161,2790.303324,67.90333947,0.839811543,4.218085216,-0.174577766,0.022206715,1.32183E-05,0.014726816,10,1,6823.427628
E01003136,Lambeth 022A,Lambeth 022A,114566.7251,1815.467527,11860,4,Lambeth 022A,E09000022,Lambeth,23.279,11860,4,0.111,14845,5,0.071,18456,6,6.141,26023,8,-0.171,18689,6,0.087,15325,5,30.871,6371,2,70.689,92,1,0.164,12799,4,0.236,7767,3,-0.327,21376,7,0.173,29337,9,-0.649,26226,8,4.03,2406,1,1.38,1539,1,1.935,512,1,1693,269,1271,153,1265.75,294581.7269,2911.903743,66.59674394,0.403282,4.198655687,-0.908119211,0.020517742,1.48164E-05,0.015015749,10,1,5747.131765
E01003137,Lambeth 022B,Lambeth 022B,112212.0866,2667.464216,8364,3,Lambeth 022B,E09000022,Lambeth,29.29,8364,3,0.212,5975,2,0.106,11638,4,14.77,17535,6,0.221,12759,4,0.668,6877,3,32.26,5493,2,37.386,5224,2,0.291,4809,2,0.407,1736,1,0.036,15450,5,0.275,18872,6,-1.035,30051,10,4.434,1768,1,-0.047,17213,6,1.957,473,1,1588,315,1106,167,1100,288518.9662,4277.689578,63.24851069,1.067650438,4.147071581,0.065460382,0.031047321,1.45116E-05,0.015810649,10,1,5503.970921
E01003138,Lambeth 026D,Lambeth 026D,135464.8373,2246.521506,23730,8,Lambeth 026D,E09000022,Lambeth,10.639,23730,8,0.039,28852,9,0.026,31511,10,1.382,31602,10,-0.678,25687,8,0.149,14311,5,21.967,14366,5,48.228,2211,1,0.043,28614,9,0.199,10058,4,-1.063,29835,10,0.106,32012,10,-0.757,27494,9,2.539,5441,2,0.728,6497,2,1.71,994,1,1744,278,1317,149,1330,348275.3443,3600.318474,68.10304647,0.598443774,4.221021947,-0.513422704,0.028794435,1.75181E-05,0.014683631,10,1,5007.532197
E01003139,Lambeth 035A,Lambeth 035A,130546.8562,2579.540486,20521,7,Lambeth 035A,E09000022,Lambeth,13.474,20521,7,0.079,19735,7,0.049,24930,8,13.634,18479,6,-0.503,23452,8,-0.098,18111,6,25.416,10730,4,32.686,7367,3,0.105,18877,6,0.129,16347,5,-0.119,18048,6,0.283,17881,6,-1.113,30572,10,3.441,3488,2,-0.088,17846,6,1.659,1123,1,1754,394,1119,241,1113.75,335256.8771,4133.215699,77.23208526,2.071607891,4.346814983,0.728325065,0.031398096,1.68728E-05,0.012947987,10,1,5231.809158
E01003140,Lambeth 035B,Lambeth 035B,142558.9081,2585.136323,17091,6,Lambeth 035B,E09000022,Lambeth,16.888,17091,6,0.13,12563,4,0.061,21213,7,11.863,20074,7,-0.114,17803,6,-0.307,21148,7,26.408,9799,3,31.762,7853,3,0.194,10446,4,0.159,13266,5,-0.448,23175,8,0.297,16290,5,-0.532,24549,8,3.164,4031,2,-0.137,18617,6,1.64,1183,1,1550,338,977,235,967,366063.5654,4141.926275,80.78188255,0.611151729,4.391752715,-0.492410022,0.031416659,1.84242E-05,0.012379013,10,1,4234.237292
E01003141,Lambeth 034B,Lambeth 034B,166484.133,2897.817221,11366,4,Lambeth 034B,E09000022,Lambeth,24.037,11366,4,0.142,11273,4,0.096,13316,5,8.983,22875,7,-0.13,18061,6,0.353,11126,4,30.356,6712,3,49.227,2032,1,0.198,10180,4,0.206,9590,3,-0.427,22842,7,0.253,21356,7,-0.583,25278,8,3.903,2645,1,0.729,6481,2,1.778,826,1,1823,346,1168,309,1168,427530.071,4644.340671,73.15311632,1.450686045,4.292554728,0.372036579,0.033809572,2.15169E-05,0.013669958,10,1,4264.027548
E01003142,Lambeth 035C,Lambeth 035C,130437.5106,1910.766016,15996,5,Lambeth 035C,E09000022,Lambeth,18.167,15996,5,0.121,13602,5,0.065,20049,7,17.464,15493,5,-0.237,19667,6,-0.14,18733,6,25.029,11078,4,37.985,4993,2,0.178,11673,4,0.151,13998,5,-0.233,19935,7,0.343,11478,4,-1.102,30498,10,3.363,3632,2,0.22,13019,4,1.703,1007,1,1518,331,926,261,915.25,334943.4549,3060.826005,79.50223823,1.324063327,4.375785175,0.280705286,0.023992642,1.68579E-05,0.012578262,10,1,4532.108265
E01003143,Lambeth 035D,Lambeth 035D,160170.6642,2112.665221,8591,3,Lambeth 035D,E09000022,Lambeth,28.82,8591,3,0.213,5929,2,0.142,7263,3,18.261,14950,5,-0.051,16800,6,0.16,14169,5,29.922,7021,3,33.832,6775,3,0.283,5148,2,0.277,5606,2,0.046,15296,5,0.318,13959,5,-1.073,30317,10,4.12,2240,1,-0.05,17251,6,1.706,999,1,1512,295,934,283,917.75,411327.0189,3385.237028,79.71000073,0.719465683,4.378395058,-0.32924645,0.025702631,2.07016E-05,0.012545477,10,1,3675.907321
E01003144,Lambeth 034C,Lambeth 034C,505645.2909,4774.951288,16659,6,Lambeth 034C,E09000022,Lambeth,17.38,16659,6,0.078,19941,7,0.054,23480,8,2.693,30106,10,-0.032,16492,6,0.929,4139,2,25.148,10960,4,40.21,4191,2,0.094,20240,7,0.128,16473,6,-1.064,29848,10,0.184,28505,9,-0.255,20167,7,2.467,5606,2,0.195,13378,5,1.887,590,1,1588,293,966,329,973.25,1298810.04,7650.531998,75.39982508,4.197130075,4.322804955,1.434400976,0.059357554,6.5359E-05,0.01326263,10,3,1222.657626
E01003145,Lambeth 034D,Lambeth 034D,164618.1624,2544.032504,11635,4,Lambeth 034D,E09000022,Lambeth,23.589,11635,4,0.109,15110,5,0.069,19155,6,10.597,21267,7,-0.001,16040,5,0.585,7931,3,29.47,7322,3,60.352,655,1,0.113,17824,6,0.298,4788,2,-0.05,16898,6,0.221,24998,8,-1.783,32590,10,4.167,2156,1,1.146,2791,1,1.736,925,1,1927,292,1399,236,1406,422800.8118,4077.225049,75.05427652,2.710223211,4.318211539,0.997030997,0.030149318,2.12774E-05,0.013323691,10,1,4557.70175
E01003146,Lambeth 035E,Lambeth 035E,125224.3889,1842.678465,10705,4,Lambeth 035E,E09000022,Lambeth,25.101,10705,4,0.179,8134,3,0.108,11277,4,12.947,19092,6,0.166,13537,5,0.109,15003,5,29.651,7210,3,35.617,5963,2,0.269,5914,2,0.219,8714,3,-0.082,17436,6,0.268,19674,6,-0.721,27074,9,3.918,2626,1,0.06,15516,5,1.722,962,1,1684,349,1137,198,1129.25,321627.0482,2953.358956,76.29282519,1.017469156,4.3345789,0.017318324,0.021681646,1.61859E-05,0.013107392,10,1,5235.878045
E01003147,Lambeth 034E,Lambeth 034E,177288.9387,3094.002312,13846,5,Lambeth 034E,E09000022,Lambeth,20.607,13846,5,0.149,10548,4,0.097,13151,5,8.439,23475,8,-0.512,23584,8,0.203,13434,5,25.997,10182,4,37.937,5011,2,0.194,10480,4,0.286,5227,2,-0.355,21780,7,0.234,23503,8,-1.18,30934,10,3.571,3252,1,0.209,13175,5,1.714,983,1,2212,406,1546,260,1531.25,455311.4185,4958.099067,73.22209845,2.193944016,4.293497267,0.785700845,0.037202522,2.29142E-05,0.013657079,10,1,4858.213324
E01003148,Lambeth 032E,Lambeth 032E,190772.8073,2927.233079,15274,5,Lambeth 032E,E09000022,Lambeth,18.954,15274,5,0.123,13383,5,0.077,17109,6,5.04,27249,9,-0.206,19216,6,0.017,16418,5,25.981,10193,4,45.37,2808,1,0.179,11587,4,0.187,10947,4,-0.567,24819,8,0.192,27863,9,-0.699,26805,9,3.272,3816,2,0.653,7293,3,1.624,1233,1,2008,401,1421,186,1437.75,490177.6615,4691.108978,73.72766596,1.496158843,4.300378115,0.402901052,0.036051167,2.46629E-05,0.01356343,10,1,4096.473907
E01003149,Lambeth 030D,Lambeth 030D,269898.65,2358.233862,18720,6,Lambeth 030D,E09000022,Lambeth,15.204,18720,6,0.094,17327,6,0.065,20005,7,3.236,29461,9,-0.57,24330,8,-0.756,26840,9,31.109,6212,2,40.805,4013,2,0.097,19804,7,0.146,14479,5,-0.88,28386,9,0.183,28570,9,0.127,13480,5,2.781,4893,2,0.377,10846,4,1.713,985,1,1954,385,1244,325,1252.75,693396.3948,3779.910259,77.02696148,3.86510034,4.34415551,1.351987643,0.027753571,3.48898E-05,0.012982467,10,1,2818.012921
E01003150,Lambeth 032F,Lambeth 032F,164236.9193,1998.135637,9888,4,Lambeth 032F,E09000022,Lambeth,26.483,9888,4,0.186,7643,3,0.104,11829,4,10.254,21586,7,0.252,12301,4,0.414,10247,4,33.09,5027,2,34.894,6292,2,0.265,6067,2,0.26,6420,2,-0.181,19104,6,0.24,22808,7,-0.177,18879,6,3.827,2798,1,-0.12,18358,6,1.84,672,1,1933,429,1255,249,1257.25,421934.5774,3201.971117,71.44601046,3.180046928,4.268942066,1.156895954,0.024447102,2.12309E-05,0.013996583,10,1,4581.278956
E01003151,Lambeth 026E,Lambeth 026E,132945.7432,2219.842393,6636,3,Lambeth 026E,E09000022,Lambeth,33.077,6636,3,0.254,3866,2,0.139,7574,3,19.234,14235,5,0.561,8377,3,0.201,13474,5,33.735,4709,2,28.704,9558,3,0.358,2383,1,0.412,1648,1,0.309,11301,4,0.288,17293,6,-0.655,26296,9,4.431,1775,1,-0.581,24920,8,1.735,927,1,2064,527,1309,228,1289.25,341706.4516,3558.28564,68.55020126,1.374770481,4.227566342,0.318286795,0.027044146,1.71899E-05,0.014587849,10,1,6040.272259
E01003152,Lambeth 027E,Lambeth 027E,222689.7966,3419.566308,21006,7,Lambeth 027E,E09000022,Lambeth,13.041,21006,7,0.067,22156,7,0.045,26313,9,3.189,29519,9,-0.758,26551,9,-0.093,18027,6,24.473,11656,4,48.813,2114,1,0.12,17119,6,0.144,14702,5,-0.897,28541,9,0.184,28532,9,-1.332,31604,10,3.339,3686,2,0.778,5912,2,1.653,1144,1,2091,334,1510,247,1513.75,572342.341,5480.812768,71.89403286,6.249604759,4.275193269,1.832518223,0.042156023,2.8793E-05,0.01390936,10,10,3653.407848
E01003153,Lambeth 029D,Lambeth 029D,122850.4931,2586.868537,19158,6,Lambeth 029D,E09000022,Lambeth,14.764,19158,6,0.075,20577,7,0.038,28445,9,4.441,27985,9,-0.282,20377,7,0.427,10069,4,24.496,11636,4,45.936,2688,1,0.169,12362,4,0.253,6747,3,-0.508,24026,8,0.156,30340,10,-0.928,29239,9,3.177,4005,2,0.573,8264,3,1.797,789,1,2264,219,1884,161,1922,315741.886,4147.727301,67.29963108,13.94147804,4.209154755,2.634868429,0.029861882,1.58841E-05,0.014858922,10,10,7170.413874
E01003154,Lambeth 030E,Lambeth 030E,185240.1658,2374.28888,8914,3,Lambeth 030E,E09000022,Lambeth,28.223,8914,3,0.202,6554,2,0.139,7553,3,13.331,18743,6,0.446,9763,3,0.102,15102,5,28.313,8179,3,30.821,8356,3,0.255,6619,3,0.272,5830,2,-0.101,17763,6,0.277,18664,6,-1.11,30550,10,3.921,2618,1,-0.272,20699,7,1.683,1052,1,1894,411,1224,259,1215.75,475994.3899,3807.137803,75.93140838,2.340685745,4.329830412,0.85044394,0.02662223,2.39484E-05,0.013169781,10,1,3979.038493
E01003155,Lambeth 029E,Lambeth 029E,163255.87,2803.549193,15185,5,Lambeth 029E,E09000022,Lambeth,19.058,15185,5,0.096,16964,6,0.072,18303,6,4.067,28457,9,-0.513,23608,8,0.865,4752,2,24.069,12064,4,46.832,2489,1,0.122,16784,6,0.207,9506,3,-0.965,29105,9,0.213,25891,8,-0.937,29297,9,3.102,4164,2,0.597,7973,3,1.817,731,1,2013,301,1463,249,1471,419524.5072,4492.924914,70.80637937,3.294222057,4.259949101,1.192170042,0.034817976,2.11068E-05,0.014123021,10,1,4798.28941
E01003156,Lambeth 023B,Lambeth 023B,116523.2205,2496.668694,15573,5,Lambeth 023B,E09000022,Lambeth,18.606,15573,5,0.109,15120,5,0.075,17502,6,1.894,31009,10,0.482,9305,3,-0.028,17108,6,22.563,13682,5,40.544,4087,2,0.169,12344,4,0.187,10971,4,-1.075,29915,10,0.153,30517,10,-0.643,26134,8,2.544,5430,2,0.381,10796,4,1.686,1047,1,1661,266,1198,197,1201.25,299635.398,4003.130171,67.19092603,1.33806386,4.207538209,0.291223689,0.030084695,1.50701E-05,0.014882962,10,1,5543.403787
E01003157,Lambeth 023C,Lambeth 023C,165717.351,2148.44901,20129,7,Lambeth 023C,E09000022,Lambeth,13.822,20129,7,0.094,17298,6,0.049,24875,8,1.675,31243,10,-0.451,22780,7,0.386,10658,4,18.983,17887,6,40.375,4140,2,0.131,15946,5,0.274,5761,2,-0.923,28750,9,0.089,32373,10,-0.866,28644,9,2.017,6879,3,0.364,11014,4,1.696,1023,1,1736,365,1183,188,1171.25,426119.5938,3446.379977,65.97462313,7.195068128,4.18927017,1.973395809,0.023755674,2.1432E-05,0.015157343,10,10,4073.973657
E01003158,Lambeth 023D,Lambeth 023D,124005.0738,2231.672413,27507,9,Lambeth 023D,E09000022,Lambeth,7.631,27507,9,0.037,29349,9,0.03,30582,10,4.354,28092,9,-0.422,22402,7,-0.402,22466,7,16.502,21032,7,34.042,6665,3,0.053,26820,9,0.134,15769,5,-0.398,22457,7,0.063,32699,10,-0.697,26792,9,1.316,9256,3,-0.005,16548,6,1.674,1078,1,1795,266,1365,164,1374.25,318834.7804,3577.008459,69.43368758,0.830486447,4.240372162,-0.185743669,0.02817109,1.60367E-05,0.014402231,10,1,5629.875128
E01003159,Lambeth 022C,Lambeth 022C,141906.7516,2120.473676,5458,2,Lambeth 022C,E09000022,Lambeth,36.226,5458,2,0.236,4724,2,0.152,6347,2,18.918,14459,5,0.699,6895,3,0.756,5871,2,33.851,4650,2,35.864,5865,2,0.335,3060,1,0.445,1146,1,0.232,12425,4,0.298,16194,5,-0.306,20995,7,4.096,2293,1,-0.078,17690,6,1.875,614,1,1228,230,853,145,852.5,364997.753,3401.392706,65.48867198,2.441842053,4.181877181,0.892752694,0.024300836,1.83551E-05,0.015269816,10,1,3364.404273
E01003160,Lambeth 022D,Lambeth 022D,101861.5056,1996.427529,8375,3,Lambeth 022D,E09000022,Lambeth,29.257,8375,3,0.192,7181,3,0.095,13371,5,21.92,12589,4,-0.223,19464,6,0.025,16309,5,38.301,2736,1,52.324,1532,1,0.252,6775,3,0.379,2326,1,0.098,14489,5,0.352,10604,4,-0.024,16085,5,4.292,1969,1,0.849,5168,2,1.77,848,1,1784,428,1189,167,1161.5,261974.4635,3201.717798,64.75418748,1.695913196,4.17059837,0.528221355,0.023643356,1.31749E-05,0.015443017,10,1,6809.824043
E01003161,Lambeth 023E,Lambeth 023E,121291.6101,1785.758023,15308,5,Lambeth 023E,E09000022,Lambeth,18.917,15308,5,0.128,12817,4,0.068,19288,6,4.184,28307,9,0.362,10832,4,0.276,12306,4,25.105,11001,4,33.899,6740,3,0.157,13369,5,0.302,4621,2,-0.499,23901,8,0.136,31199,10,-0.457,23377,8,2.811,4812,2,-0.125,18431,6,1.786,815,1,1223,256,804,163,806.5,311935.8226,2863.910999,63.75544361,3.786988783,4.15505457,1.331571187,0.020953112,1.56878E-05,0.015684935,10,1,3920.678265
E01003162,Lambeth 022E,Lambeth 022E,109841.1623,2105.221059,9410,3,Lambeth 022E,E09000022,Lambeth,27.304,9410,3,0.193,7123,3,0.108,11315,4,25.952,10340,4,0.259,12197,4,0.093,15226,5,29.343,7405,3,32.09,7668,3,0.234,7819,3,0.439,1232,1,0.246,12208,4,0.374,8743,3,-1.209,31067,10,4.086,2311,1,-0.419,22813,7,1.879,608,1,2011,509,1307,195,1296.75,282471.1563,3376.142814,64.72364971,0.586280692,4.170126663,-0.533956607,0.024761286,1.42063E-05,0.015450303,10,1,7119.310964
